id,group,verbal_wm,visual_wm,updating,inhibition,proc_speed,education,cog_reserve,task_perf,everyday_func
683,2,0.251,0.339,0.357,-0.830,0.158,18,-0.208,53.91,65.54
684,2,0.255,-0.320,0.927,0.734,-0.377,18,-0.930,46.40,44.73
685,2,-1.511,-1.036,-0.929,-0.419,-1.839,19,-1.214,14.00,76.58
686,2,-1.168,-1.345,-0.929,-1.641,-1.298,10,0.642,17.93,51.08
687,2,-1.107,-0.225,-2.304,-0.546,-0.430,17,0.950,42.22,71.70
688,2,-0.217,-0.457,-0.540,-0.868,0.077,17,0.262,34.98,30.24
689,2,-1.082,-0.892,-0.644,-1.132,-0.106,18,-0.869,49.34,69.87
690,2,-0.980,-0.342,-0.480,-1.241,-0.649,17,0.465,57.52,77.91
691,2,0.062,-0.036,0.341,-0.581,-0.030,13,-1.393,41.46,60.70
692,2,0.375,0.176,0.590,0.410,-0.287,11,-0.771,36.58,81.89
693,2,0.396,0.684,-0.746,-0.515,-0.059,13,-1.440,27.32,71.13
694,2,-1.897,-1.254,-1.718,-1.389,-1.072,17,0.099,30.88,65.10
695,2,-1.051,-1.351,-0.817,-1.355,-0.775,13,1.068,41.74,81.08
696,2,0.155,0.227,0.204,0.205,-0.259,12,-0.490,26.43,78.16
697,2,0.591,0.547,0.202,0.113,-0.012,19,-0.362,62.16,67.41
698,2,-0.098,0.243,-0.565,0.232,-0.242,13,2.116,34.58,78.70
699,2,-1.077,-1.177,-0.813,-1.133,-1.411,12,-0.610,50.81,58.11
700,2,-1.313,-1.089,-1.785,-0.116,-0.777,11,0.529,39.37,76.52
701,2,1.076,1.013,1.326,1.542,1.790,12,1.059,51.97,70.04
702,2,-2.046,-0.267,-0.280,-0.606,-1.833,13,0.046,35.77,62.07
703,2,-0.447,-0.320,-1.081,-0.258,-0.285,13,0.764,35.46,80.58
704,2,0.047,-1.248,-0.630,-0.571,-0.936,17,0.946,37.20,40.06
705,2,-0.607,-0.071,-1.117,-1.741,-0.696,18,-0.102,39.30,70.71
706,2,-1.635,-0.660,-0.951,-1.383,-0.871,17,1.021,34.07,60.92
707,2,-1.974,-2.062,-1.792,-1.349,-0.219,20,2.130,32.53,65.14
708,2,-0.964,-0.783,-1.877,-0.319,-1.990,12,-0.663,20.81,65.95
709,2,1.252,-0.203,-0.894,-0.546,-0.426,10,-1.601,41.49,81.66
710,2,-1.782,-1.340,-1.559,-1.221,-0.895,14,0.297,42.81,66.04
711,2,0.543,0.250,-0.225,-0.061,-0.733,13,-0.845,40.51,106.15
712,2,-2.442,-1.808,-1.790,-1.916,-0.771,12,-0.398,29.90,79.43
713,2,0.853,-0.357,-0.750,-0.024,0.719,12,1.475,36.57,28.53
714,2,-1.451,-1.119,-1.321,-1.682,0.458,15,0.600,39.72,63.09
715,2,0.293,-0.822,0.985,-0.084,0.511,11,0.511,42.43,69.64
716,2,-0.754,-0.622,-0.624,-0.981,-0.876,12,1.270,43.20,78.63
717,2,-0.261,-0.342,-1.287,-0.738,-1.115,12,0.465,39.16,81.55
718,2,-0.212,0.869,-0.724,-0.553,-1.041,14,-0.249,38.32,83.67
719,2,0.879,0.993,0.436,1.495,1.902,15,0.784,66.33,78.76
720,2,-0.463,-1.113,-1.520,-0.024,0.103,16,-0.653,14.65,56.81
721,2,0.874,1.381,0.751,1.171,1.621,18,0.566,47.94,51.62
722,2,-0.888,-0.777,-0.946,-0.959,-0.908,13,0.421,34.26,58.49
723,2,-0.244,-0.177,0.553,0.145,-0.294,17,-1.748,43.51,61.43
724,2,-1.802,-0.668,-1.682,0.392,-0.534,18,-0.807,39.26,56.62
725,2,-0.533,-1.486,-1.172,-1.711,0.301,15,-1.694,32.22,78.80
726,2,1.351,1.574,1.903,0.885,1.059,20,0.958,69.23,56.08
727,2,-0.022,-0.153,-0.108,0.294,-0.267,15,0.442,58.13,74.94
728,2,-0.808,0.146,-0.295,-0.035,0.245,13,-2.133,49.42,65.88
729,2,-0.916,-1.500,-0.800,-0.824,-2.472,17,1.502,37.76,57.61
730,2,-0.857,-0.205,-0.813,-0.525,-0.401,13,-0.927,43.96,89.79
731,2,0.216,0.018,0.393,-0.301,-0.029,20,-0.425,40.94,60.51
732,2,-0.653,-0.813,-0.121,-0.515,-1.342,17,0.194,55.54,82.02
733,2,-1.143,-0.773,-1.391,-0.728,-0.874,17,0.757,50.06,74.87
734,2,-0.826,-0.524,-1.137,-0.523,-0.400,19,-0.388,39.27,40.72
735,2,-1.358,-0.337,-1.374,-0.597,-1.125,12,0.825,40.33,72.36
736,2,0.153,-0.035,-0.061,-0.207,-0.588,18,-0.007,48.17,63.89
737,2,-0.350,-0.946,0.331,-0.425,0.060,19,-1.464,62.88,66.02
738,2,0.971,1.143,1.334,0.156,1.013,16,0.742,51.75,72.63
739,2,-0.889,-1.101,-1.275,-0.990,-0.729,12,-0.270,40.40,50.51
740,2,0.159,-0.357,-0.346,-0.299,-0.048,19,0.940,41.34,61.98
741,2,-0.510,-0.675,-0.943,-0.846,-0.985,17,1.101,40.92,66.06
742,2,-1.011,-1.048,-1.567,-0.214,-0.935,15,-0.748,33.11,51.62
743,2,0.327,-0.841,0.055,-0.230,-0.727,18,0.368,30.46,57.32
744,2,-0.301,-0.023,-0.398,0.759,0.079,17,0.026,47.26,62.73
745,2,-0.255,0.659,0.146,0.035,0.107,20,0.738,55.17,87.13
746,2,-0.397,-0.490,-0.193,0.251,0.317,19,0.177,49.26,80.82
747,2,-0.493,0.395,-0.690,-0.311,-0.137,14,-0.099,23.03,55.36
748,2,-0.578,0.171,-0.348,0.833,0.497,17,0.734,45.72,73.89
749,2,-1.184,-0.038,-0.415,-0.630,-0.503,14,1.761,49.45,74.07
750,2,1.203,0.661,-0.412,1.059,0.713,10,-0.429,67.87,77.34
751,2,-0.300,0.056,0.021,0.550,0.223,18,0.166,62.34,61.07
752,2,1.126,-0.182,-0.444,0.283,0.304,10,-1.910,67.33,51.42
753,2,0.265,0.395,-0.342,0.036,0.189,14,-1.732,57.60,74.17
754,2,-1.133,0.322,-0.151,0.411,-0.490,17,-0.884,30.82,74.29
755,2,1.125,0.976,0.929,0.831,1.645,13,-0.507,64.60,99.85
756,2,-1.011,-1.250,-0.646,-1.000,-0.955,12,-0.637,45.12,61.66
757,2,1.394,0.661,1.531,0.341,1.164,14,-0.534,42.88,74.25
758,2,-0.242,-0.343,-0.258,-0.456,0.532,12,0.285,46.06,64.90
759,2,0.296,-0.273,0.384,0.106,0.817,17,-0.415,23.44,65.18
760,2,-1.353,0.416,-1.406,-0.786,0.061,13,-0.795,41.03,67.78
761,2,-0.154,0.635,-0.816,0.573,-0.572,17,-0.707,45.46,49.73
762,2,0.192,0.232,-0.882,0.303,0.063,11,-0.486,44.94,70.13
763,2,1.262,1.039,1.821,0.343,0.900,14,-1.488,55.94,56.62
764,2,0.425,0.762,0.310,0.521,-1.016,13,-2.245,61.77,84.84
765,2,-0.894,-0.978,-1.111,-1.091,-1.238,20,-0.758,33.40,66.47
766,2,0.436,-0.148,0.143,0.056,0.778,12,-0.276,33.06,73.63
767,2,-0.476,-0.151,-0.841,-0.209,-1.287,17,0.142,40.68,70.69
768,2,0.341,0.057,-0.985,0.634,-0.169,13,-0.732,57.19,69.30
769,2,-1.888,-0.653,-1.333,-0.434,-1.232,19,1.088,29.24,76.48
770,2,-0.896,-0.849,-0.961,-0.179,0.358,14,-0.285,28.78,45.79
771,2,-1.194,-0.664,-1.049,-1.485,-0.958,11,-1.171,49.26,48.57
772,2,-0.688,-1.369,-1.231,-1.493,-1.307,11,-0.326,28.68,71.02
773,2,1.471,1.338,0.577,0.869,0.927,14,-1.177,48.28,84.88
774,2,0.380,-0.105,-0.391,0.562,-0.676,11,0.858,64.44,70.17
775,2,0.377,-0.542,0.685,0.142,0.092,19,-1.660,53.83,60.22
776,2,-0.575,-0.290,-0.702,-0.902,-0.722,16,-0.095,51.38,70.52
777,2,-0.726,-1.328,-1.749,-1.342,-0.931,18,0.646,21.38,55.60
778,2,-0.922,-0.673,-1.435,-1.576,-0.099,15,-0.267,11.60,64.84
779,2,0.180,0.379,0.214,-0.889,-0.185,11,1.343,58.65,81.35
780,2,-0.709,-0.668,-2.015,-1.033,-1.375,19,-0.513,32.19,64.24
781,2,-1.493,-1.108,-1.499,-1.463,-1.085,10,-0.911,28.76,58.56
782,2,1.608,1.412,1.191,1.278,0.579,15,1.817,61.42,74.67
783,2,-0.806,0.637,0.292,-0.191,0.235,17,0.122,55.39,84.10
784,2,0.656,-0.768,-0.235,0.243,0.245,17,-0.546,52.41,66.79
785,2,-0.350,-1.435,-0.828,-0.599,-0.763,19,-0.241,30.75,55.90
786,2,0.072,0.579,-0.410,-0.286,0.463,17,0.860,44.21,75.69
787,2,1.084,1.005,1.238,1.169,1.342,12,-0.222,64.68,91.64
788,2,-1.507,-1.903,-1.308,-1.362,-0.461,17,1.002,19.95,44.33
789,2,-0.814,-0.344,-0.280,-0.133,-0.359,19,0.649,55.37,70.04
790,2,0.913,1.080,1.650,0.620,1.662,17,-0.831,74.14,74.02
791,2,0.632,-0.441,0.369,-0.981,-0.292,14,-0.478,59.69,84.94
792,2,-1.151,-1.064,-1.002,-0.585,-1.077,19,0.413,18.03,72.53
793,2,-0.021,-1.409,-0.466,0.238,-0.123,15,-1.127,43.20,49.27
794,2,-1.022,0.043,-1.440,-0.187,-1.056,11,-2.572,48.34,60.62
795,2,-1.204,-0.849,-0.571,-1.186,-1.017,11,0.332,42.90,61.06
796,2,0.021,0.950,-0.590,-1.179,0.729,12,1.117,57.60,59.45
797,2,-0.579,-0.265,-1.445,-0.564,-0.876,17,-0.266,50.93,72.33
798,2,0.086,-0.291,-0.123,-0.679,0.128,13,0.066,44.93,56.02
799,2,0.058,-0.362,0.592,0.180,0.266,14,-0.176,46.72,57.16
800,2,-1.570,-1.077,-0.642,-0.257,-0.807,10,0.444,32.40,74.07
801,2,-1.292,-1.112,-1.470,-1.728,-1.376,10,-0.769,27.31,73.55
802,2,-1.147,-0.275,-1.636,-0.892,-1.606,13,-1.135,23.52,61.05
803,2,-1.031,-1.439,-1.778,-0.191,-0.585,18,-1.501,40.78,44.77
804,2,-1.929,-0.827,-1.782,-0.401,-0.726,14,-0.182,24.00,59.39
805,2,-1.512,-0.756,-1.388,-1.120,-0.868,18,0.170,20.48,83.02
806,2,-0.122,-0.540,-0.197,-0.026,-0.668,18,0.938,33.21,81.43
807,2,-1.089,1.136,-0.412,0.908,-0.138,13,-0.106,23.86,67.26
808,2,0.531,0.937,1.333,1.010,1.143,15,-1.509,57.33,65.35
809,2,1.693,1.506,1.493,0.929,0.354,12,-0.524,48.80,66.54
810,2,-1.404,-0.561,-1.329,-0.986,-0.616,19,-1.473,47.53,70.56
811,2,-1.376,-1.066,-1.044,-1.653,-0.655,18,-0.131,49.26,43.86
812,2,-0.585,-0.404,-1.651,-0.474,-1.166,14,0.997,46.82,55.06
813,2,-1.189,-0.704,-1.422,-1.070,-1.557,15,-0.827,35.73,69.57
814,2,0.518,-0.687,0.199,0.571,0.181,18,-1.734,52.82,32.55
815,2,0.403,0.084,-0.497,-0.536,0.005,11,-1.004,30.09,93.99
816,2,0.768,0.323,-0.247,0.236,-0.151,17,1.380,56.34,92.55
817,2,-0.706,-0.102,-1.101,-1.396,-1.033,11,-0.613,49.74,72.39
818,2,0.444,0.600,1.315,0.746,0.833,19,-0.743,39.78,73.92
819,2,-0.273,0.566,0.306,-0.639,0.318,16,-0.723,41.95,67.23
820,2,0.984,1.349,1.205,1.186,1.324,15,-2.151,61.74,75.73
821,2,-0.729,-0.811,-0.335,-2.153,-1.299,12,-0.550,42.14,56.84
822,2,-0.173,-0.033,-0.805,-0.042,-0.412,18,-1.305,27.50,58.91
823,2,0.405,0.458,0.162,-0.132,-0.092,19,1.254,48.37,80.29
824,2,-0.499,1.124,-0.721,-0.241,-0.311,18,-0.476,32.94,84.47
825,2,-0.635,-0.023,-0.110,0.012,-0.417,11,-1.881,36.83,68.26
826,2,0.501,-0.194,-0.337,-0.138,-0.688,17,0.437,44.07,75.66
827,2,-1.276,-1.037,-0.482,-1.074,-0.575,12,-0.054,35.47,57.76
828,2,-0.602,0.329,-0.995,0.154,0.821,12,0.020,46.59,64.99
829,2,-0.980,-1.244,-1.312,-1.346,-1.163,12,-0.497,28.16,47.55
830,2,-1.213,-0.700,-0.940,-1.081,-0.514,12,-0.206,33.53,60.84
831,2,-1.125,-1.205,-0.908,-1.092,-0.853,18,0.087,44.52,70.45
832,2,-0.680,0.134,-0.316,0.276,-0.061,15,0.780,36.69,67.23
833,2,-0.171,-0.402,-1.421,-1.325,-0.598,17,-1.375,35.51,63.08
834,2,-1.792,-0.994,-1.899,-1.142,0.194,11,0.245,33.64,59.06
835,2,-1.110,-0.877,-0.842,-1.010,-0.493,17,0.991,38.34,69.14
836,2,0.888,1.532,0.746,0.202,0.878,15,-0.177,74.41,67.45
837,2,-1.267,-0.568,-1.612,-0.312,-0.430,19,0.097,48.93,54.42
838,2,-0.734,-1.121,-1.021,-1.819,-0.857,16,-0.321,29.13,72.17
839,2,-0.270,-0.304,-0.033,-0.194,0.413,14,-0.895,35.55,59.33
840,2,-0.612,-2.113,-2.008,-1.071,0.189,15,-0.353,19.95,68.57
841,2,1.151,0.348,1.241,1.435,1.251,15,-0.129,76.59,63.28
842,2,0.931,1.194,0.565,0.709,1.138,13,-0.134,49.98,94.37
843,2,-0.574,0.254,0.148,-0.575,0.929,14,0.911,30.23,69.37
844,2,-1.411,-0.770,-0.106,-1.097,-1.161,13,0.346,39.47,47.32
845,2,-1.380,-1.500,-1.798,-1.100,-1.175,12,-0.443,21.93,58.06
846,2,-0.397,-0.408,-0.671,-0.426,-0.184,14,0.540,26.02,55.60
847,2,-1.380,-1.480,-0.624,-1.313,0.141,14,-0.554,32.09,50.09
848,2,0.886,2.229,1.517,0.137,1.247,12,-1.131,72.02,67.19
849,2,0.675,1.753,1.215,0.686,1.663,18,-0.746,41.58,76.45
850,2,-1.730,-1.543,-0.752,-0.493,-0.274,19,-0.583,33.80,62.22
851,2,-0.062,0.369,0.317,-0.207,0.124,11,0.242,51.47,80.94
852,2,-0.566,-1.584,-0.953,-1.034,-1.381,15,0.900,17.80,96.14
853,2,-0.426,-0.967,-0.021,-1.732,-1.821,11,0.835,33.74,72.99
854,2,0.798,0.156,0.149,0.184,-0.623,14,0.466,51.61,65.37
855,2,0.153,-0.390,-0.900,-0.369,-0.000,14,0.387,41.10,62.53
856,2,-1.363,-1.199,-1.118,-1.836,-0.366,15,-0.326,34.60,90.14
857,2,-1.173,-1.232,-1.708,-0.939,-0.626,13,-0.365,18.59,63.54
858,2,-0.517,-0.526,-2.327,-0.919,-0.604,19,-0.219,22.03,80.48
859,2,-1.279,-0.732,-1.576,-1.257,-0.996,13,0.105,27.89,40.18
860,2,-0.649,1.508,0.019,0.064,-0.861,11,-0.231,28.43,49.29
861,2,-1.134,-1.795,-1.971,-0.853,-0.958,17,-0.544,18.39,68.43
862,2,0.464,0.541,-0.233,0.150,-0.712,10,-1.062,46.49,67.55
863,2,-1.477,-0.414,-0.856,-0.775,-1.277,16,-1.191,54.94,79.77
864,2,0.871,1.094,0.359,0.491,0.264,17,-0.796,40.52,58.92
865,2,0.904,1.100,1.719,0.379,0.812,11,-0.666,61.39,74.72
866,2,0.756,0.076,-0.501,-0.053,-0.250,11,-1.552,52.71,79.92
867,2,-2.029,-0.566,-1.237,-0.461,-0.646,13,-0.335,28.34,78.74
868,2,-0.028,-0.072,-0.252,-0.900,-0.211,15,-0.819,35.22,88.42
869,2,1.618,1.624,1.638,1.769,1.214,16,0.642,47.63,63.47
870,2,0.040,-0.059,-0.308,-0.524,0.255,14,0.385,57.39,59.50
871,2,-0.980,-1.408,-1.148,-0.374,-0.377,14,-0.575,37.22,45.16
872,2,-1.971,-0.780,-1.442,-0.844,-0.962,18,-1.630,59.92,53.11
873,2,-0.436,-1.342,-0.438,-2.098,-0.504,13,-0.558,42.70,39.47
874,2,-1.712,-0.825,-1.527,-1.417,-0.529,19,-1.751,20.00,63.82
875,2,-1.667,-0.942,-1.373,-0.977,-0.030,11,0.508,18.66,62.13
876,2,-0.017,0.106,-0.668,-0.066,0.542,12,-0.181,37.81,72.39
877,2,-0.975,-1.298,-0.895,0.400,-1.167,13,-1.358,35.21,51.79
878,2,-0.533,0.119,-0.797,1.080,-0.394,20,-1.788,40.08,94.37
879,2,-0.869,0.119,-0.524,-0.919,-1.594,19,-0.068,35.02,74.50
880,2,0.028,-1.011,0.549,-0.486,0.143,17,-0.577,39.64,64.21
881,2,-1.289,-0.761,-0.673,-1.392,-0.805,14,-0.874,13.18,73.67
882,2,-1.226,-1.001,-1.537,-0.819,0.232,19,1.330,38.44,68.31
883,2,0.112,-0.101,0.008,-0.785,0.356,17,-0.595,46.61,80.74
884,2,0.021,-0.037,-0.264,0.033,0.199,11,0.038,18.93,99.35
885,2,-1.239,-0.794,-1.137,-1.551,-0.507,12,-1.155,38.66,66.54
886,2,-1.446,-0.204,-1.146,-1.187,0.068,14,-1.622,34.64,93.05
887,2,-0.440,0.190,0.823,-1.005,1.253,16,1.384,49.57,68.29
888,2,1.501,1.618,0.472,0.752,1.196,14,0.318,58.30,68.65
889,2,-1.056,-0.847,-1.089,-0.613,-1.463,17,-2.087,48.07,57.77
890,2,-0.329,0.025,-0.434,0.053,-0.046,14,0.458,41.57,73.40
891,2,-0.488,-0.675,-0.974,-0.705,-0.517,19,0.789,31.78,74.45
892,2,-0.462,-1.266,-1.247,-1.151,-0.502,16,0.376,42.53,54.66
893,2,1.013,0.436,2.031,1.948,0.845,11,-0.571,52.72,72.75
894,2,-1.205,-1.592,-1.617,-2.080,-0.640,19,-0.328,22.75,58.04
895,2,-0.013,-0.270,0.196,-0.122,0.203,18,1.454,35.02,89.57
896,2,-1.237,-0.910,-1.570,-2.109,-1.288,13,0.015,38.37,67.75
897,2,0.611,-0.453,-0.521,0.067,-1.068,14,-1.504,48.16,70.30
898,2,-0.618,0.142,-1.024,-1.279,0.077,11,-0.016,65.07,57.43
899,2,-0.852,-0.488,-1.058,-0.838,-0.527,16,-1.615,27.79,77.22
900,2,0.365,-0.380,-2.006,-1.475,-1.538,15,-0.142,36.90,60.34
901,2,-1.137,-1.435,-0.969,-1.267,-0.994,14,-1.269,27.18,70.49
902,2,-1.437,-1.864,-1.117,-0.333,-0.390,19,-0.034,38.88,77.61
903,2,1.125,-0.126,0.252,0.464,-0.344,15,-0.185,59.90,62.32
904,2,-0.144,-1.029,-0.206,-0.704,-0.453,18,0.321,56.67,86.77
905,2,-0.848,-1.105,-1.339,-1.774,-1.299,12,0.047,38.12,65.64
906,2,0.535,0.322,-0.744,0.297,0.933,12,-0.335,47.05,51.51
907,2,1.110,1.567,0.343,0.788,1.409,13,0.291,40.49,77.15
908,2,-0.764,-0.877,-1.091,-0.437,-0.907,17,-0.962,4.21,65.63
909,2,-0.701,-0.061,-0.824,-0.341,-0.423,16,0.286,39.59,73.51
910,2,-1.226,-0.596,-1.726,-1.224,-1.860,16,-0.441,33.55,70.81
911,2,-0.641,-1.187,-0.814,-1.204,-1.043,10,-0.533,16.13,50.29
912,2,-1.502,-0.978,-1.002,-0.937,-1.037,15,-1.252,27.83,61.81
913,2,-0.819,-1.418,-0.994,-0.892,-0.214,18,0.013,30.63,61.69
914,2,-1.568,-0.229,-0.685,-0.676,-1.096,13,-1.003,44.25,76.27
915,2,0.169,0.173,-1.113,0.079,-0.723,20,-1.463,25.84,54.43
916,2,-0.790,-1.237,-0.484,-0.377,-0.903,16,2.168,22.25,48.69
917,2,-1.228,-1.737,-1.458,-1.847,-0.270,14,-0.891,31.87,56.53
918,2,1.372,0.911,0.887,1.376,1.833,15,-1.304,46.46,69.77
919,2,-1.174,-0.156,0.031,-1.385,-1.133,19,0.067,48.56,68.79
920,2,-1.823,-0.743,-1.263,-1.139,0.042,13,0.303,37.02,40.94
921,2,1.376,0.749,0.898,1.374,0.931,19,0.139,32.54,62.36
922,2,-0.361,-0.356,-0.284,1.051,0.412,19,-1.520,35.39,47.63
923,2,-1.131,-1.146,-1.148,-0.736,-0.613,10,-0.102,19.01,52.38
924,2,0.327,-0.521,-0.577,-0.164,0.036,18,-0.525,49.11,65.11
925,2,1.496,1.287,0.992,1.033,1.310,18,0.566,56.50,57.46
926,2,-0.082,0.620,-0.423,0.016,0.332,15,0.045,37.91,71.09
927,2,-0.632,0.571,-0.889,0.180,-0.630,16,0.026,34.57,82.84
928,2,-1.414,-1.338,-1.226,-0.649,-0.701,16,-1.539,23.48,51.29
929,2,-1.915,-1.263,-1.638,-0.813,-0.251,15,1.561,28.93,46.29
930,2,-0.663,-0.467,-1.318,0.221,-0.563,14,-1.756,39.90,53.87
931,2,0.674,1.551,1.182,0.921,1.077,15,-0.788,46.70,68.05
932,2,0.113,0.325,-0.716,-0.742,0.069,17,-1.325,43.84,78.52
933,2,-0.664,-1.299,0.252,-0.661,-0.463,19,1.440,35.85,73.18
934,2,-1.398,-0.099,-1.823,-1.468,-0.503,16,-0.328,31.78,64.15
935,2,-0.278,-0.200,-0.871,-1.305,0.246,20,0.774,44.49,41.53
936,2,-1.420,-1.347,-1.681,-1.241,-1.073,19,0.557,23.21,60.96
937,2,-1.288,-2.080,-0.906,-0.940,-0.797,16,0.681,40.89,32.15
938,2,-1.156,-1.386,-1.171,-1.336,-1.256,12,-0.985,15.93,79.27
939,2,-0.838,0.938,-0.139,-0.397,-0.276,18,-1.103,31.38,66.53
940,2,-0.146,-0.472,-0.426,-0.421,0.657,15,1.250,51.10,78.39
941,2,-0.655,0.089,-1.025,-1.006,-1.371,17,-2.125,36.42,54.74
942,2,0.614,0.510,0.084,-0.440,-0.163,19,1.027,44.37,74.40
943,2,0.027,0.238,0.410,0.310,0.154,16,-1.201,75.53,76.61
944,2,-0.522,-1.504,-1.688,-0.958,0.060,15,0.121,17.26,79.76
945,2,0.651,1.646,0.186,1.437,0.895,19,-0.123,65.62,80.15
946,2,0.326,0.292,-0.502,-0.653,0.484,11,0.388,41.81,83.84
947,2,-1.233,-1.122,-1.933,-1.422,-1.128,15,-0.967,22.34,53.32
948,2,0.063,1.245,-0.005,0.191,-0.422,12,1.325,50.77,75.72
949,2,1.688,1.571,1.085,1.366,1.554,17,0.892,52.00,79.68
950,2,2.172,0.139,0.082,0.775,0.820,12,-0.771,38.24,78.77
951,2,-0.627,-1.929,-2.202,-0.149,-1.305,16,-0.659,18.81,43.94
952,2,-1.654,-0.564,-1.214,-1.257,-1.554,14,0.316,31.92,60.77
953,2,-2.012,-1.457,-1.741,-0.325,-0.661,13,-0.838,14.87,68.87
954,2,-0.922,-0.272,-1.680,-0.380,-0.727,18,-1.719,58.88,64.54
955,2,0.722,0.209,0.037,-0.271,-0.296,16,-1.405,54.66,67.99
956,2,0.731,1.110,1.163,1.675,1.050,19,1.844,49.46,54.19
957,2,-0.053,-1.474,0.159,0.974,-0.323,11,0.939,30.08,60.20
958,2,-0.963,-0.354,-1.077,-0.992,-0.870,20,-1.268,31.96,62.82
959,2,-1.246,-0.755,-1.534,-0.670,-1.102,13,-0.887,36.44,51.55
960,2,-0.788,-1.722,-0.958,-0.833,-1.265,18,-1.988,40.77,75.69
961,2,0.463,-0.448,-0.842,-0.711,0.620,13,0.622,49.32,81.93
962,2,1.412,0.924,2.423,0.742,1.031,13,-0.822,75.00,44.65
963,2,-1.031,-0.139,0.019,-0.133,0.741,10,0.310,40.77,57.90
964,2,0.561,0.969,-0.186,0.310,-0.589,17,-0.566,42.71,78.45
965,2,-1.459,-1.802,-0.769,-0.876,-0.891,16,-0.231,34.86,69.80
966,2,0.609,0.611,1.583,1.312,0.906,12,1.032,49.59,69.50
967,2,0.408,0.751,0.029,-1.012,0.194,15,0.149,26.29,78.03
968,2,0.225,0.309,0.409,0.932,0.210,20,-0.599,48.73,71.47
969,2,0.378,1.162,0.968,0.752,0.721,17,0.268,54.15,74.68
970,2,-0.923,-0.724,-1.911,-1.281,-1.008,19,-0.155,35.54,61.96
971,2,-0.470,0.012,-0.547,-2.186,-0.993,17,0.717,36.99,71.03
972,2,-1.269,-0.851,-1.684,-0.360,-0.312,14,0.843,22.49,85.22
973,2,-1.831,-1.145,-1.036,-0.367,-0.844,19,0.748,34.93,65.33
974,2,-1.254,-0.541,-2.589,-0.902,-0.390,18,0.052,29.99,44.60
975,2,-0.315,0.243,-0.496,-1.139,0.669,10,0.030,37.63,51.49
976,2,-0.553,-0.684,-0.974,-1.229,-0.156,16,0.461,32.31,65.73
977,2,-0.647,-0.029,-1.098,-0.931,-1.104,19,0.184,37.19,57.37
978,2,-0.588,-1.833,-1.239,-1.369,-0.668,19,0.762,44.82,60.49
979,2,-1.214,-1.499,-1.646,-1.080,-0.331,16,0.823,46.19,62.37
980,2,-0.972,0.197,-1.075,-1.129,-1.247,17,-1.908,45.18,71.03
981,2,-1.748,-1.413,-0.467,-1.011,0.613,19,0.698,44.69,78.39
982,2,0.953,-0.478,0.104,0.474,0.330,11,0.427,48.66,65.35
983,2,-0.657,-1.005,0.018,0.314,-0.888,12,0.306,42.11,61.43
984,2,-2.494,-1.052,-1.101,-1.417,-0.502,19,-0.819,42.26,58.96
985,2,0.773,0.536,1.302,1.832,1.518,14,0.569,43.38,72.07
986,2,-0.261,-0.202,-0.729,0.677,0.334,19,-2.418,49.21,93.98
987,2,1.219,1.468,0.913,1.040,1.449,15,-0.689,59.63,81.96
988,2,-0.365,-0.003,0.232,-0.295,-1.075,11,0.627,47.84,90.64
989,2,0.236,-0.580,-0.322,-0.416,-0.417,14,-1.771,56.30,73.92
990,2,1.438,1.585,0.748,1.000,0.222,10,-0.438,56.45,89.67
991,2,-0.480,-0.202,-1.758,-1.106,-0.180,16,-0.885,42.09,60.43
992,2,0.266,0.119,-0.477,0.127,-0.406,17,-0.634,45.16,65.85
993,2,0.200,-0.547,-0.074,-0.078,-0.350,10,0.094,53.37,84.18
994,2,-0.590,-1.855,-0.258,-0.245,-1.209,11,0.202,38.62,60.32
995,2,-1.225,-0.200,-0.499,-1.133,-0.283,12,0.803,54.15,76.67
996,2,0.870,1.621,0.441,1.331,0.851,15,-2.299,47.30,83.77
997,2,-0.415,-0.237,-1.502,-1.286,-1.484,16,-1.036,33.69,56.70
998,2,-0.325,0.694,0.099,-0.043,-0.183,10,-0.863,45.03,82.08
999,2,-0.099,-0.252,-0.273,0.054,0.157,16,-1.140,34.81,65.50
1000,2,-0.179,0.034,0.508,-0.171,-0.241,12,0.243,50.71,71.46
